,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1392484389863542786,1392484389863542786,2021-05-12 17:18:44 Jerusalem Daylight Time,2021-05-12,17:18:44,300,17061263,netanyahu,Benjamin Netanyahu,,"In the name of all the citizens of Israel, I express a deep sorrow and sends condolences to the family and the members of the IDF Fighter, Symbol-First Omar Tiv, a warrior in the Nahal Brigade, which took place this morning by an operational activity during operational activity for the Gaza envelope. Of blessed memory. I send a guarantee of a speedy and complete recovery to another warrior and another officer who were injured in https aft https://t.co/it0e3o829i ",iw,[],[],['https://pbs.twimg.com/media/E1MZKwmXMAYLWXQ.jpg'],748,597,4946,[],[],https://twitter.com/netanyahu/status/1392484389863542786,False,,1,https://pbs.twimg.com/media/E1MZKwmXMAYLWXQ.jpg,,,,,,,[],,,,
11,1392471184126709763,1392471184126709763,2021-05-12 16:26:15 Jerusalem Daylight Time,2021-05-12,16:26:15,300,17061263,netanyahu,Benjamin Netanyahu,,"I said yesterday to the terrorists of Hamas and Islamic Jihad that was breathing in their heads. Easy hour, we killed senior commanders in the General Hamas headquarters, including the Gaza City and other senior terrorists. It is only the beginning - we will beat them that they did not dream of. HTTPS://t.co/agd1yv6yka ",iw,[],[],[],932,539,2981,[],[],https://twitter.com/netanyahu/status/1392471184126709763,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392471042971611141/pu/img/cai_5JuxUTFpMlZC.jpg,,,,,,,[],,,,
12,1392444880065019912,1392444876701196288,2021-05-12 14:41:44 Jerusalem Daylight Time,2021-05-12,14:41:44,300,17061263,netanyahu,Benjamin Netanyahu,,"If someone thought it would not be a cohesive, powerful and strong leadership because of such a consideration or another. We are here and we operate all our weight and weight to protect the State of Israel from outside enemies and displays from within. ",iw,[],[],[],195,124,1215,[],[],https://twitter.com/netanyahu/status/1392444880065019912,False,,0,,,,,,,,[],,,,
13,1392444878634823680,1392444876701196288,2021-05-12 14:41:44 Jerusalem Daylight Time,2021-05-12,14:41:44,300,17061263,netanyahu,Benjamin Netanyahu,,"I call for all public leaders, headquarters in Arab public leaders, condemn and act in any way to stop it. In any case, we will activate the sovereign power in our hands to impose order and return the quiet and security for Israeli citizens and cities of Israel. I would like to thank the policemen and Border Police soldiers, to the CEO, commanders and the FIF ",iw,[],[],[],190,128,1195,[],[],https://twitter.com/netanyahu/status/1392444878634823680,False,,0,,,,,,,,[],,,,
14,1392444876701196288,1392444876701196288,2021-05-12 14:41:43 Jerusalem Daylight Time,2021-05-12,14:41:43,300,17061263,netanyahu,Benjamin Netanyahu,,"The riots we saw tonight are unbearable reality. It reminds us of mirrors from our people and we can not accept it - certainly not in our state. I now finished assessing a situation in Acre. We steaden large forces to Lod and Acre and we continue with an effort to stop the Anarchy, return the lectures to Israeli fist https://t.co/8xBe73RIQL ",iw,[],[],['https://pbs.twimg.com/media/E1L1Oy9XMAEJGu3.jpg'],1133,388,3105,[],[],https://twitter.com/netanyahu/status/1392444876701196288,False,,1,https://pbs.twimg.com/media/E1L1Oy9XMAEJGu3.jpg,,,,,,,[],,,,
15,1392268799018217473,1392268799018217473,2021-05-12 03:02:03 Jerusalem Daylight Time,2021-05-12,03:02:03,300,17061263,netanyahu,Benjamin Netanyahu,,"2:00 At night - Update from now in the city of Lod: I assumed to stream forces to the city, everything was done to return the order. https://t.co/fdkcf4g ",iw,[],[],[],4654,587,3804,[],[],https://twitter.com/netanyahu/status/1392268799018217473,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392267668162596869/pu/img/XB9cApus4hJbiPFF.jpg,,,,,,,[],,,,
16,1392235571716706308,1392235571716706308,2021-05-12 00:50:01 Jerusalem Daylight Time,2021-05-12,00:50:01,300,17061263,netanyahu,Benjamin Netanyahu,,We immediately declared a special emergency in Lod. Border Police officers from Judea and Samaria will reach the cities involved in the night. I arrived in working hard with the laws of law and order and thicken the forces in the area to reply to Lod and all parts of the country the quiet and order as soon as possible. ,iw,[],[],[],5235,864,5902,[],[],https://twitter.com/netanyahu/status/1392235571716706308,False,,0,,,,,,,,[],,,,
17,1392222084647079950,1392222084647079950,2021-05-11 23:56:25 Jerusalem Daylight Time,2021-05-11,23:56:25,300,17061263,netanyahu,Benjamin Netanyahu,,Border Police battalions from Judea and Samaria will be transferred now to Lod immediately. We will respond to the law and order in Lod and in all parts of the country. ,iw,[],[],[],3421,1024,8138,[],[],https://twitter.com/netanyahu/status/1392222084647079950,False,,0,,,,,,,,[],,,,
18,1392210335289982977,1392210332479889416,2021-05-11 23:09:44 Jerusalem Daylight Time,2021-05-11,23:09:44,300,17061263,netanyahu,Benjamin Netanyahu,,"I ask you all, without exception, sustain the guidelines in the home front command - to enter the protected expanses - it is in interpretation saves lives. I tell you an extra thing, this campaign will take time. In determination, unity and intensity we will respond to the security for Israeli citizens. ",iw,[],[],[],1136,360,1909,[],[],https://twitter.com/netanyahu/status/1392210335289982977,False,,0,,,,,,,,[],,,,
19,1392210333939519493,1392210332479889416,2021-05-11 23:09:44 Jerusalem Daylight Time,2021-05-11,23:09:44,300,17061263,netanyahu,Benjamin Netanyahu,,"Hamas and Islamic Jihad paid and I tell you here, will pay a very heavy price on their aggression. I say here tonight - bleed their heads. Citizens of Israel, we stand united in front of a low foe. We all duck to those killed, we all pray for the wounded peace, we are all behind the IDF and the security forces ",iw,[],[],[],398,459,2292,[],[],https://twitter.com/netanyahu/status/1392210333939519493,False,,0,,,,,,,,[],,,,
20,1392210332479889416,1392210332479889416,2021-05-11 23:09:43 Jerusalem Daylight Time,2021-05-11,23:09:43,300,17061263,netanyahu,Benjamin Netanyahu,,"We are in the midst of a heavy campaign - Operation ""Saver Brown"". The IDF attacked yesterday and hundreds of terrorist targets of the Hamas and Islamic Jihad in the Gaza Strip. We killed dozens of terrorists, including senior commanders, polished headquarters of Hamas, which were introduced and towers used by terrorist organizations. We continue to attack in all power. ",iw,[],[],[],1314,1333,5595,[],[],https://twitter.com/netanyahu/status/1392210332479889416,False,,0,,,,,,,,[],,,,
21,1392111906580836357,1392111713768595457,2021-05-11 16:38:37 Jerusalem Daylight Time,2021-05-11,16:38:37,300,17061263,netanyahu,Benjamin Netanyahu,,"We supported the guidelines to overcome the police forces while border battalions, we will increase them as necessary to maintain the law and order in the State of Israel, and here also need your cooperation of all Israeli citizens. ",iw,[],[],[],227,74,620,[],[],https://twitter.com/netanyahu/status/1392111906580836357,False,,0,,,,,,,,[],,,,
22,1392111904928276500,1392111713768595457,2021-05-11 16:38:36 Jerusalem Daylight Time,2021-05-11,16:38:36,300,17061263,netanyahu,Benjamin Netanyahu,,"I expect from all public leaders, and foremost from the leaders of the Arab public, to stand here, condemn this riot and do everything to return the quiet. ",iw,[],[],[],319,83,692,[],[],https://twitter.com/netanyahu/status/1392111904928276500,False,,0,,,,,,,,[],,,,
23,1392111903216967691,1392111713768595457,2021-05-11 16:38:36 Jerusalem Daylight Time,2021-05-11,16:38:36,300,17061263,netanyahu,Benjamin Netanyahu,,"I want to say a word about Israeli Arabs, there was a wild riot yesterday that we could not accept it from younger brain. Our guidance do everything to keep the law and order. ",iw,[],[],[],43,32,227,[],[],https://twitter.com/netanyahu/status/1392111903216967691,False,,0,,,,,,,,[],,,,
24,1392111901191163904,1392111713768595457,2021-05-11 16:38:36 Jerusalem Daylight Time,2021-05-11,16:38:36,300,17061263,netanyahu,Benjamin Netanyahu,,"Unfortunately we were killed two civilians. I ask you all to sound for instructions, keep strictly on the home front command guidelines, it saves life. We have another way to do, do it together with responsibility, with full backing to attacks that IDF attacks. ",iw,[],[],[],55,33,197,[],[],https://twitter.com/netanyahu/status/1392111901191163904,False,,0,,,,,,,,[],,,,
25,1392111899488174085,1392111713768595457,2021-05-11 16:38:35 Jerusalem Daylight Time,2021-05-11,16:38:35,300,17061263,netanyahu,Benjamin Netanyahu,,"The summary of the yeshiva is also further increasing the intensity of attacks and the rate of attacks. Hamas will get blows here that he did not expect them. I know that this involves patience and close proximity on the party, citizens of Israel. ",iw,[],[],[],79,44,218,[],[],https://twitter.com/netanyahu/status/1392111899488174085,False,,0,,,,,,,,[],,,,
26,1392111713768595457,1392111713768595457,2021-05-11 16:37:51 Jerusalem Daylight Time,2021-05-11,16:37:51,300,17061263,netanyahu,Benjamin Netanyahu,,"I now finished in the southern command of a situation with defense minister, chief of staff and champion. We are in the midst of a campaign. Since yesterday, the IDF attacks Hamas and Islamic Jihad in Gaza. We have finished commanders, we hit many of their quality goals. https://t.co/f9cdlaejao ",iw,[],[],[],1995,399,2434,[],[],https://twitter.com/netanyahu/status/1392111713768595457,False,,1,https://pbs.twimg.com/media/E1HGHKbWYAUpr47.jpg,,,,,,,[],,,,
27,1392107294511542272,1392107289298051077,2021-05-11 16:20:17 Jerusalem Daylight Time,2021-05-11,16:20:17,300,17061263,netanyahu,Benjamin Netanyahu,,I want to say a word about Israeli Arabs: there was a wild riot yesterday that we could not accept it from younger brain. Our guidance do everything to keep the law and order. ,iw,[],[],[],151,27,233,[],[],https://twitter.com/netanyahu/status/1392107294511542272,False,,0,,,,,,,,[],,,,
28,1392107293123256322,1392107289298051077,2021-05-11 16:20:17 Jerusalem Daylight Time,2021-05-11,16:20:17,300,17061263,netanyahu,Benjamin Netanyahu,,"I know that this involves patience and close proximity on the party, citizens of Israel. Unfortunately we were killed two civilians. I ask you all to sound for instructions, keep strictly on the home front command guidelines, it saves life. We have another way to do, do it together with responsibility, with full backing to attacks that IDF attacks. ",iw,[],[],[],138,26,215,[],[],https://twitter.com/netanyahu/status/1392107293123256322,False,,0,,,,,,,,[],,,,
29,1391823062073581576,1391822944704376832,2021-05-10 21:30:51 Jerusalem Daylight Time,2021-05-10,21:30:51,300,17061263,netanyahu,Benjamin Netanyahu,,Anyone who can not drive and stand under the audit pressure is not eligible for leadership. We carefully choose the timing of our response and the intensity of the conflict with our enemies and it is not a new thing. ,iw,[],[],[],479,137,1041,[],[],https://twitter.com/netanyahu/status/1391823062073581576,False,,0,,,,,,,,[],,,,
30,1391823058911076371,1391822944704376832,2021-05-10 21:30:50 Jerusalem Daylight Time,2021-05-10,21:30:50,300,17061263,netanyahu,Benjamin Netanyahu,,"This is a stubborn struggle derived from the total image appearance. We conduct it with determination, responsibility and wisdom. We do not fall for enemies traps and are not subject to keyboards. The leadership test requires willing decisions even when they are not understood at a given moment, and will be discussed later. ",iw,[],[],[],536,141,1071,[],[],https://twitter.com/netanyahu/status/1391823058911076371,False,,0,,,,,,,,[],,,,
31,1391823055601684486,1391822944704376832,2021-05-10 21:30:49 Jerusalem Daylight Time,2021-05-10,21:30:49,300,17061263,netanyahu,Benjamin Netanyahu,,"I tell you, the citizens of Israel The current conflict can last for a while. We did not want at escalation but who chosen escalation would feel our arm. I can not share with you in the assessments of the situation I maintain with all security forces, nor to all the actions we do. ",iw,[],[],[],232,82,465,[],[],https://twitter.com/netanyahu/status/1391823055601684486,False,,0,,,,,,,,[],,,,
32,1391822944704376832,1391822944704376832,2021-05-10 21:30:23 Jerusalem Daylight Time,2021-05-10,21:30:23,300,17061263,netanyahu,Benjamin Netanyahu,,"We are in the struggle that praises several facades: in Jerusalem, in Gaza and elsewhere in Israel. The terrorist organizations in Gaza crossed the evening on Jerusalem on Jerusalem, red line and attacked us with missiles in Jerusalem. Israel will respond with great intensity. We were not suffered by a violation of our territory in our capital, in our citizens and our civilian. Anyone who attacks us will pay a heavy price. https://t.co/m6hldxqpsz ",iw,[],[],[],4734,689,3706,[],[],https://twitter.com/netanyahu/status/1391822944704376832,False,,1,https://pbs.twimg.com/media/E1C_jbfX0A4B6pl.jpg,,,,,,,[],,,,
33,1391725369665990656,1391725369665990656,2021-05-10 15:02:39 Jerusalem Daylight Time,2021-05-10,15:02:39,300,17061263,netanyahu,Benjamin Netanyahu,,"To my friends David Shamron, I congratulate you that the breeder who tried to attribute to you. From the first moment it was clear that every goal is to try to blame you with false charges to tie my name in artificial and actually for the submarines. I'm out of the great suffering caused to you and your family. Who will bring you back the lost years? ",iw,[],[],[],1196,398,4027,[],[],https://twitter.com/netanyahu/status/1391725369665990656,False,,0,,,,,,,,[],,,,
34,1391473742233092100,1391473742233092100,2021-05-09 22:22:47 Jerusalem Daylight Time,2021-05-09,22:22:47,300,17061263,netanyahu,Benjamin Netanyahu,,"Ron Dramar, Israel Ambassador to Washington: https://t.co/snosgpmnrb ",iw,[],[],[],731,295,2159,[],[],https://twitter.com/netanyahu/status/1391473742233092100,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1391473313994756096/pu/img/tnUCbGZbkGBlLbKS.jpg,,,,,,,[],,,,
35,1391374283927166978,1391374283927166978,2021-05-09 15:47:34 Jerusalem Daylight Time,2021-05-09,15:47:34,300,17061263,netanyahu,Benjamin Netanyahu,,https://t.co/26un07etgs ,und,[],['https://www.0404.co.il/?p=747727'],[],575,104,804,[],[],https://twitter.com/netanyahu/status/1391374283927166978,False,,0,,,,,,,,[],,,,
36,1391353060316827656,1391353057347260420,2021-05-09 14:23:14 Jerusalem Daylight Time,2021-05-09,14:23:14,300,17061263,netanyahu,Benjamin Netanyahu,,"I also say to our best friends: Jerusalem is the capital of Israel. As any of the capital and his capital, we also reserve the right to build in Jerusalem and Jerusalem. So we did and so we'll continue to do. ",iw,[],[],[],248,81,823,[],[],https://twitter.com/netanyahu/status/1391353060316827656,False,,0,,,,,,,,[],,,,
37,1391353059029180417,1391353057347260420,2021-05-09 14:23:14 Jerusalem Daylight Time,2021-05-09,14:23:14,300,17061263,netanyahu,Benjamin Netanyahu,,"Any archaeological finding indicates the intensity of this connection. We reveal the transfer of Jerusalem, and at the same time, we guarantee the future of Jerusalem. We also firmly form the pressures not to build in Jerusalem, and these pressure rents overcome the last time ",iw,[],[],[],170,79,797,[],[],https://twitter.com/netanyahu/status/1391353059029180417,False,,0,,,,,,,,[],,,,
38,1391353057347260420,1391353057347260420,2021-05-09 14:23:13 Jerusalem Daylight Time,2021-05-09,14:23:13,300,17061263,netanyahu,Benjamin Netanyahu,,"I also say to our best friends: Jerusalem is our capital and continue to build it! ** Jerusalem is the capital of the Jewish people for thousands of years. Our roots in Jerusalem are another out of the Bible, and our continuous relationship to Jerusalem is preserved in all generations https://t.co/klbi0fy7xb ",iw,[],[],['https://pbs.twimg.com/media/E08UOsVWUAE6WV0.jpg'],1849,335,2951,[],[],https://twitter.com/netanyahu/status/1391353057347260420,False,,1,https://pbs.twimg.com/media/E08UOsVWUAE6WV0.jpg,,,,,,,[],,,,
39,1391351461532119045,1391351460080889857,2021-05-09 14:16:53 Jerusalem Daylight Time,2021-05-09,14:16:53,300,17061263,netanyahu,Benjamin Netanyahu,,At the same breath I tell the terrorist organizations: Israel will respond to any act of aggression from the Gaza Strip. ,iw,[],[],[],118,77,768,[],[],https://twitter.com/netanyahu/status/1391351461532119045,False,,0,,,,,,,,[],,,,
40,1391351460080889857,1391351460080889857,2021-05-09 14:16:52 Jerusalem Daylight Time,2021-05-09,14:16:52,300,17061263,netanyahu,Benjamin Netanyahu,,In recent days we witnessed violence riots in Jerusalem under the influence of factors. During the end of the week I held current status assessments with all the security fights. We will not allow any extreme factor to undermine peace in Jerusalem. Was a law and order - firmly and responsible ,iw,[],[],[],230,156,1570,[],[],https://twitter.com/netanyahu/status/1391351460080889857,False,,0,,,,,,,,[],,,,
41,1391350735670030336,1391350735670030336,2021-05-09 14:14:00 Jerusalem Daylight Time,2021-05-09,14:14:00,300,17061263,netanyahu,Benjamin Netanyahu,,"I seek to send condolences in my name and family name to the top of my staff, which is tough, which has lost his father Jacob today. Who remeded it with unusual devotion. I send him a warm hug and condolences from the bottom of the heart named after the Israeli government. ",iw,[],[],[],122,115,2263,[],[],https://twitter.com/netanyahu/status/1391350735670030336,False,,0,,,,,,,,[],,,,
42,1390672402624008198,1390672402624008198,2021-05-07 17:18:32 Jerusalem Daylight Time,2021-05-07,17:18:32,300,17061263,netanyahu,Benjamin Netanyahu,,Shabbat Shalom for all Israeli citizens! 🇮🇱🇮🇱 ,iw,[],[],[],2453,341,5136,[],[],https://twitter.com/netanyahu/status/1390672402624008198,False,,0,,,,,,,,[],,,,
43,1390611151013269504,1390611151013269504,2021-05-07 13:15:09 Jerusalem Daylight Time,2021-05-07,13:15:09,300,17061263,netanyahu,Benjamin Netanyahu,,It is important to share! 🙏 ,iw,[],[],[],601,464,1980,[],[],https://twitter.com/netanyahu/status/1390611151013269504,False,https://twitter.com/naftalibennett/status/1373675194632523781,0,,,,,,,,[],,,,
44,1390581230446551041,1390581230446551041,2021-05-07 11:16:15 Jerusalem Daylight Time,2021-05-07,11:16:15,300,17061263,netanyahu,Benjamin Netanyahu,,"Netanyahu was right - Naftali Bennett and Eilat Shaked lied to the forehead of determined and head of government Netanyahu spoke truth. Naftali and Eilat, promise the right government - will be held! https://t.co/uijcsc9qmc ",iw,[],[],[],565,199,1366,[],[],https://twitter.com/netanyahu/status/1390581230446551041,False,,1,https://pbs.twimg.com/amplify_video_thumb/1390581056810754049/img/5F0xFBNQbn87w5we.jpg,,,,,,,[],,,,
45,1390356731692257280,1390356731692257280,2021-05-06 20:24:11 Jerusalem Daylight Time,2021-05-06,20:24:11,300,17061263,netanyahu,Benjamin Netanyahu,,"Naftali, pledged to the right government - will hold! https://t.co/evxpc0rmus ",iw,[],[],[],898,218,1774,[],[],https://twitter.com/netanyahu/status/1390356731692257280,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1390356394788917256/pu/img/8CTwaCB87SJEQ6yi.jpg,,,,,,,[],,,,
46,1390317885638250498,1390317885638250498,2021-05-06 17:49:49 Jerusalem Daylight Time,2021-05-06,17:49:49,300,17061263,netanyahu,Benjamin Netanyahu,,"If Bennett and Shaked would say before the elections they would establish a left government with Lapid, Meretz and the work - they would not pass the percentage of blocking. But they said the opposite. They pledged to the right government and today they steal the voices to establish the left government. This is the greatest electoral scam in the history of the state! https://t.co/mlkjmtw52q ",iw,[],[],[],2046,208,1636,[],[],https://twitter.com/netanyahu/status/1390317885638250498,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1390317765395943431/pu/img/3jJCgfhcdWLfGdxb.jpg,,,,,,,[],,,,
47,1390303820148723721,1390303820148723721,2021-05-06 16:53:55 Jerusalem Daylight Time,2021-05-06,16:53:55,300,17061263,netanyahu,Benjamin Netanyahu,,Live broadcast https://t.co/plf2zefmn9 ,iw,[],['https://fb.watch/5jHCMOpwm7/'],[],116,69,482,[],[],https://twitter.com/netanyahu/status/1390303820148723721,False,,0,,,,,,,,[],,,,
48,1390259636478038021,1390259635320500224,2021-05-06 13:58:21 Jerusalem Daylight Time,2021-05-06,13:58:21,300,17061263,netanyahu,Benjamin Netanyahu,,"We are committed to our soldiers and whine the heroes and will continue to act for them, to help and accompany any possible way. I will enter the government as soon as possible to confirm the reform and take implemented as promised. ",iw,[],[],[],75,44,623,[],[],https://twitter.com/netanyahu/status/1390259636478038021,False,,0,,,,,,,,[],,,,
49,1390259635320500224,1390259635320500224,2021-05-06 13:58:21 Jerusalem Daylight Time,2021-05-06,13:58:21,300,17061263,netanyahu,Benjamin Netanyahu,,"After many efforts, we have reached the summary between the Ministries of Prime Minister, Defense and Treasure, along with an organization of IDF disabled on the budgeting of the Rehabilitation Division. IDF disruptions are important and expensive to us and an immediate and thorough reform to ensure the assistance they reaching them ",iw,[],[],[],214,136,1744,[],[],https://twitter.com/netanyahu/status/1390259635320500224,False,,0,,,,,,,,[],,,,
50,1390243518828978176,1390243518828978176,2021-05-06 12:54:19 Jerusalem Daylight Time,2021-05-06,12:54:19,300,17061263,netanyahu,Benjamin Netanyahu,,"Here is one of the posts that the deceit delete from his facebook for not remembering the commitment he gave you. Explains as a service to the public. Naftali, you can delete posts, but you will not be able to delete your liabilities for Israeli citizens. Stand your promises - do not set the left government! https://t.co/q4ax3jkzwr ",iw,[],[],[],481,282,1602,[],[],https://twitter.com/netanyahu/status/1390243518828978176,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1390243450700902400/pu/img/FEj-ENJbcAE6qUuC.jpg,,,,,,,[],,,,
51,1390153063919493120,1390153061583269888,2021-05-06 06:54:52 Jerusalem Daylight Time,2021-05-06,06:54:52,300,17061263,netanyahu,Benjamin Netanyahu,,"I praise the Shin Bet, the IDF and the police on a quick and determined operation that led to the capture of the despicable terrorist who murdered Judah and wounded her construction. The long hand of Israel comes to anyone who harms us. ",iw,[],[],[],59,57,850,[],[],https://twitter.com/netanyahu/status/1390153063919493120,False,,0,,,,,,,,[],,,,
52,1390153061583269888,1390153061583269888,2021-05-06 06:54:52 Jerusalem Daylight Time,2021-05-06,06:54:52,300,17061263,netanyahu,Benjamin Netanyahu,,I send deep condolences to Yehuda Gueta's family. These are difficult moments for the Guetta family and with Israel entirely found together with them liver stunning https://t.co/ihipill89L ,iw,[],[],['https://pbs.twimg.com/media/E0rQ1luX0AU_pLE.jpg'],109,151,2005,[],[],https://twitter.com/netanyahu/status/1390153061583269888,False,,1,https://pbs.twimg.com/media/E0rQ1luX0AU_pLE.jpg,,,,,,,[],,,,
53,1389996440882237441,1389996440882237441,2021-05-05 20:32:31 Jerusalem Daylight Time,2021-05-05,20:32:31,300,17061263,netanyahu,Benjamin Netanyahu,,"Dr. Anthony Pucci, the senior expert in the Korona team of the White House, praises the successful immunization operation of Israel 🇮🇱💪 https://t.co/cq9j8k5mcb ",iw,[],[],[],247,168,1523,[],[],https://twitter.com/netanyahu/status/1389996440882237441,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1389996353892331530/pu/img/cztaPcsc5BVvpeJR.jpg,,,,,,,[],,,,
