id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1392960177289277452,1392960177289277452,2021-05-14 00:49:20 Jerusalem Daylight Time,2021-05-14,00:49:20,+0300,17061263,netanyahu,Benjamin Netanyahu,,אמרתי שאנחנו נגבה מחיר כבד מאוד מהחמאס. אנחנו עושים זאת ואנחנו נמשיך לעשות זאת בעוצמה רבה.  המילה האחרונה לא נאמרה והמבצע הזה יימשך ככל שיידרש.  https://t.co/s5JcAm5vut,iw,[],[],[],7053,1052,5918,[],[],https://twitter.com/netanyahu/status/1392960177289277452,False,,1,https://pbs.twimg.com/amplify_video_thumb/1392958521096998920/img/UlpCGhhlpWSWUJ1T.jpg,,,,,,,[],,,,
1392955912818659334,1392955912818659334,2021-05-14 00:32:24 Jerusalem Daylight Time,2021-05-14,00:32:24,+0300,17061263,netanyahu,Benjamin Netanyahu,,"אמרתי שאנחנו נגבה מחיר כבד מאוד מהחמאס. אנחנו עושים זאת ואנחנו נמשיך לעשות זאת בעוצמה רבה. המילה האחרונה לא נאמרה והמבצע הזה יימשך ככל שיידרש.   אנחנו נותנים מאה אחוז גיבוי לשוטרים, לחיילי מג״ב ולשאר כוחות הביטחון כדי להשיב את החוק והסדר לערי ישראל - לא נסבול אנרכיה.",iw,[],[],[],2774,1245,8824,[],[],https://twitter.com/netanyahu/status/1392955912818659334,False,,0,,,,,,,,[],,,,
1392859071267680259,1392859061134233605,2021-05-13 18:07:35 Jerusalem Daylight Time,2021-05-13,18:07:35,+0300,17061263,netanyahu,Benjamin Netanyahu,,"נגייס עוד כוחות, כולל חיילי צה״ל, נשתמש בעוד אמצעים ובמעצרים. נשתמש באלות, רוגרים, מכת""זיות - הכל - כדי להחזיר את השקט והסדר לכל ערי ישראל.   (צילום: קובי גדעון, לע״מ)  https://t.co/eYRleWIcCT",iw,[],[],['https://pbs.twimg.com/media/E1Rt8EhWUAMJsnv.jpg'],970,357,2759,[],[],https://twitter.com/netanyahu/status/1392859071267680259,False,,1,https://pbs.twimg.com/media/E1Rt8EhWUAMJsnv.jpg,,,,,,,[],,,,
1392859061134233605,1392859061134233605,2021-05-13 18:07:32 Jerusalem Daylight Time,2021-05-13,18:07:32,+0300,17061263,netanyahu,Benjamin Netanyahu,,"הערכת מצב בלוד - המטרה שלנו היא להביא תוצאות ומהר. אנחנו חייבים להשיב את השקט והביטחון לאזרחי ישראל והדבר הזה מתחיל ונגמר בגיבוי לחיילים ולחיילות שלנו, והם יקבלו את מלוא הגיבוי. אמרתי ואני חוזר ואומר לכוחות הביטחון: יש לכם את הגיבוי שלנו, אל תחששו, תפעלו!  https://t.co/JS4B571uIN",iw,[],[],['https://pbs.twimg.com/media/E1Rt7dxWUAIzPHU.jpg'],3201,1036,7417,[],[],https://twitter.com/netanyahu/status/1392859061134233605,False,,1,https://pbs.twimg.com/media/E1Rt7dxWUAIzPHU.jpg,,,,,,,[],,,,
1392854327728001033,1392854327728001033,2021-05-13 17:48:44 Jerusalem Daylight Time,2021-05-13,17:48:44,+0300,17061263,netanyahu,Benjamin Netanyahu,,חוסלו יחד עם עוד עשרות מחבלים. ממשיכים בכל הכח. כל הכבוד לצה״ל 🇮🇱  https://t.co/SczrQKQrPi,iw,[],[],"['https://pbs.twimg.com/media/E1Rpn7UX0AIvqMr.jpg', 'https://pbs.twimg.com/media/E1Rpn7TWYAoO_k1.jpg', 'https://pbs.twimg.com/media/E1Rpn7RWQAkqqqM.jpg', 'https://pbs.twimg.com/media/E1Rpn7WWQAEG4Ho.jpg']",1154,606,4185,[],[],https://twitter.com/netanyahu/status/1392854327728001033,False,,1,https://pbs.twimg.com/media/E1Rpn7UX0AIvqMr.jpg,,,,,,,[],,,,
1392850873257283595,1392850873257283595,2021-05-13 17:35:00 Jerusalem Daylight Time,2021-05-13,17:35:00,+0300,17061263,netanyahu,Benjamin Netanyahu,,"אנחנו נותנים 100% גיבוי לכוחות הביטחון להשליט חוק וסדר בכל רחבי הארץ. נתגבר אותם בעוד כוחות ואמצעים, כולל שב״כ ומעצרים. נפעל בכל העוצמה כדי להחזיר את החוק והסדר.  https://t.co/N5nmBiKw1G",iw,[],[],[],947,518,3297,[],[],https://twitter.com/netanyahu/status/1392850873257283595,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392850241876078598/pu/img/gfD2YVsScsBFGaJs.jpg,,,,,,,[],,,,
1392817260784492547,1392817216740118532,2021-05-13 15:21:26 Jerusalem Daylight Time,2021-05-13,15:21:26,+0300,17061263,netanyahu,Benjamin Netanyahu,,"זה ייקח עוד זמן אבל בתקיפות רבה, הן בהגנה והן בהתקפה אנחנו נשיג את המטרה שלנו - להשיב את השקט למדינת ישראל.",iw,[],[],[],412,166,1312,[],[],https://twitter.com/netanyahu/status/1392817260784492547,False,,0,,,,,,,,[],,,,
1392817216740118532,1392817216740118532,2021-05-13 15:21:16 Jerusalem Daylight Time,2021-05-13,15:21:16,+0300,17061263,netanyahu,Benjamin Netanyahu,,"מבקר באחת הסוללות של כיפת ברזל. המפקדים, החיילות והחיילים עושים עבודה יוצאת מן הכלל בהגנה על שמי ישראל ואזרחי ישראל.  אנחנו לא מפסיקים לתקוף מטרות טרור בעזה, כמעט 1,000 מטרות ביומיים האחרונים.  https://t.co/gAX99l4J1R",iw,[],[],[],1299,588,3625,[],[],https://twitter.com/netanyahu/status/1392817216740118532,False,,1,https://pbs.twimg.com/amplify_video_thumb/1392816343536259072/img/IiPfIDHoTsHfdgru.jpg,,,,,,,[],,,,
1392796315164323841,1392796315164323841,2021-05-13 13:58:13 Jerusalem Daylight Time,2021-05-13,13:58:13,+0300,17061263,netanyahu,Benjamin Netanyahu,,Share the truth  https://t.co/GYD8SZu2jS,en,[],[],[],18119,11026,24900,[],[],https://twitter.com/netanyahu/status/1392796315164323841,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392796255567368200/pu/img/KOKE3B_FtU-E_QNf.jpg,,,,,,,[],,,,
1392619046999371777,1392619046999371777,2021-05-13 02:13:49 Jerusalem Daylight Time,2021-05-13,02:13:49,+0300,17061263,netanyahu,Benjamin Netanyahu,,"אזרחי ישראל האהובים - שימעו להנחיות פיקוד העורף, הן מצילות חיים -שימרו על עצמכם. אני גאה בעמידה האיתנה שלכם ובצה״ל שממשיך לתקוף בכל העוצמה גם בשעה זו. יחד ננצח!",iw,[],[],[],3145,964,7304,[],[],https://twitter.com/netanyahu/status/1392619046999371777,False,,0,,,,,,,,[],,,,
1392606268989317123,1392606268989317123,2021-05-13 01:23:02 Jerusalem Daylight Time,2021-05-13,01:23:02,+0300,17061263,netanyahu,Benjamin Netanyahu,,שוחחתי בטלפון עם נשיא ארה״ב ג׳ו ביידן והודיתי לו על הגיבוי האמריקני לזכות של ישראל להגנה עצמית. אמרתי שישראל תמשיך לפעול כדי לפגוע ביכולות הצבאיות של החמאס ושל יתר ארגוני הטרור הפועלים ברצועת עזה.,iw,[],[],[],1007,522,4223,[],[],https://twitter.com/netanyahu/status/1392606268989317123,False,,0,,,,,,,,[],,,,
1392588789491568644,1392588789491568644,2021-05-13 00:13:35 Jerusalem Daylight Time,2021-05-13,00:13:35,+0300,17061263,netanyahu,Benjamin Netanyahu,,"אני מבקש לשלוח תנחומים מעומק ליבי, בשם כל אזרחי ישראל, למשפחת אביגל על הירצחו של עידו, בן ה-6, מפגיעת רקטה היום בשדרות. כולנו מתפללים לשלום אימו ואחותו שנפצעו הערב. זהו רצח שפל שבוצע על ידי ארגון הטרור חמאס. הם שילמו מחיר כבד והם ישלמו מחיר כבד.  https://t.co/tyuBUS1mLd",iw,[],[],['https://pbs.twimg.com/media/E1N4Hj0XMAQSp1v.jpg'],1347,649,4311,[],[],https://twitter.com/netanyahu/status/1392588789491568644,False,,1,https://pbs.twimg.com/media/E1N4Hj0XMAQSp1v.jpg,,,,,,,[],,,,
1392585889923076096,1392585889923076096,2021-05-13 00:02:03 Jerusalem Daylight Time,2021-05-13,00:02:03,+0300,17061263,netanyahu,Benjamin Netanyahu,,"מה שקורה בערי ישראל בימים האחרונים הוא בלתי נסבל. לא נקבל אנרכיה. בואו נתלכד יחד לעשות את המשימה שדרושה לנו כאזרחי המדינה שלנו – להשיב בחזרה את המשילות, לחסל את האנרכיה הזאת ולשמור ולהשיב את הביטחון והשקט שכולנו ראויים לו.  https://t.co/xoaUycfT9a",iw,[],[],[],1613,611,3368,[],[],https://twitter.com/netanyahu/status/1392585889923076096,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392585620212551684/pu/img/eURGcFFikoh2Rjy0.jpg,,,,,,,[],,,,
1392526729042960384,1392526729042960384,2021-05-12 20:06:58 Jerusalem Daylight Time,2021-05-12,20:06:58,+0300,17061263,netanyahu,Benjamin Netanyahu,,"שוחחתי כעת בטלפון עם מזכיר המדינה האמריקני, טוני בלינקן. הודיתי לו על התמיכה האמריקנית בזכות ההגנה העצמית של ישראל, זכות שמזכיר המדינה חזר עליה בשיחתנו.",iw,[],[],[],3122,1106,8148,[],[],https://twitter.com/netanyahu/status/1392526729042960384,False,,0,,,,,,,,[],,,,
1392517963388014597,1392517963388014597,2021-05-12 19:32:08 Jerusalem Daylight Time,2021-05-12,19:32:08,+0300,17061263,netanyahu,Benjamin Netanyahu,,מי שיורה עלינו - דמו בראשו. כל הכבוד לצה״ל.  https://t.co/SX9PSzUUUv,iw,[],[],[],2094,1762,7023,[],[],https://twitter.com/netanyahu/status/1392517963388014597,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392517900750229505/pu/img/LCZWAqFuy4mtd3Mg.jpg,,,,,,,[],,,,
1392509694560845829,1392509694560845829,2021-05-12 18:59:17 Jerusalem Daylight Time,2021-05-12,18:59:17,+0300,17061263,netanyahu,Benjamin Netanyahu,,"עם הרמטכ״ל ומפקד חיל האוויר בבור בקרייה לקראת המשך הפעילות שלנו. בהגנה ובהתקפה - נשמור על ביטחון ישראל 🇮🇱  (צילום: חיים צח, לע״מ)  https://t.co/kCWgc1MxhY",iw,[],[],"['https://pbs.twimg.com/media/E1MwLpyWQAETblH.jpg', 'https://pbs.twimg.com/media/E1MwLpyWEAQU3JZ.jpg']",1091,460,3677,[],[],https://twitter.com/netanyahu/status/1392509694560845829,False,,1,https://pbs.twimg.com/media/E1MwLpyWQAETblH.jpg,,,,,,,[],,,,
1392500917988118536,1392500917988118536,2021-05-12 18:24:24 Jerusalem Daylight Time,2021-05-12,18:24:24,+0300,17061263,netanyahu,Benjamin Netanyahu,,חוסלו. מי שפוגע בנו - דמו בראשו. מצדיע לכוחות הביטחון שלנו. ממשיכים בכל העוצמה למען ביטחון ישראל.  https://t.co/Br2kK9LpaC,iw,[],[],"['https://pbs.twimg.com/media/E1MoM4eXoAYwVgf.jpg', 'https://pbs.twimg.com/media/E1MoM4ZX0AwrxjO.jpg', 'https://pbs.twimg.com/media/E1MoM4hWYAcNTEL.jpg', 'https://pbs.twimg.com/media/E1MoM4gXsAEnYgl.jpg']",961,739,4708,[],[],https://twitter.com/netanyahu/status/1392500917988118536,False,,1,https://pbs.twimg.com/media/E1MoM4eXoAYwVgf.jpg,,,,,,,[],,,,
1392490435411591176,1392490435411591176,2021-05-12 17:42:45 Jerusalem Daylight Time,2021-05-12,17:42:45,+0300,17061263,netanyahu,Benjamin Netanyahu,,"מבקר את אורין המתוקה שמאושפזת בבית החולים וולפסון אחרי שנפצעה מנפילת רקטה. תודה לרופאים ולרופאות על עבודת קודש. רפואה שלמה לאורין ולכל הפצועים. כולנו אתכם ❤️🇮🇱  (צילום: חיים צח, לע״מ)  https://t.co/lM2OpseN9e",iw,[],[],['https://pbs.twimg.com/media/E1MeqnaWYAE6r0D.jpg'],1038,743,5283,[],[],https://twitter.com/netanyahu/status/1392490435411591176,False,,1,https://pbs.twimg.com/media/E1MeqnaWYAE6r0D.jpg,,,,,,,[],,,,
1392484392073895939,1392484389863542786,2021-05-12 17:18:44 Jerusalem Daylight Time,2021-05-12,17:18:44,+0300,17061263,netanyahu,Benjamin Netanyahu,,נמשיך להילחם בכל העוצמה נגד המחבלים בעזה. מי שפוגע בנו - דמו בראשו.,iw,[],[],[],351,181,1608,[],[],https://twitter.com/netanyahu/status/1392484392073895939,False,,0,,,,,,,,[],,,,
1392484389863542786,1392484389863542786,2021-05-12 17:18:44 Jerusalem Daylight Time,2021-05-12,17:18:44,+0300,17061263,netanyahu,Benjamin Netanyahu,,"בשם כל אזרחי ישראל אני מביע צער עמוק ושולח תנחומים למשפחתו ולחבריו של לוחם צה״ל, סמל-ראשון עומר טביב ז״ל, לוחם בחטיבת הנח״ל שנפל הבוקר מירי נ״ט במהלך פעילות מבצעית להגנת ישובי עוטף עזה. יהי זכרו ברוך.   אני שולח איחולי החלמה מהירה ושלמה ללוחם נוסף ולקצין נוסף שנפצעו בפיגוע  https://t.co/IT0E3O829i",iw,[],[],['https://pbs.twimg.com/media/E1MZKwmXMAYLWXQ.jpg'],864,636,5332,[],[],https://twitter.com/netanyahu/status/1392484389863542786,False,,1,https://pbs.twimg.com/media/E1MZKwmXMAYLWXQ.jpg,,,,,,,[],,,,
1392471184126709763,1392471184126709763,2021-05-12 16:26:15 Jerusalem Daylight Time,2021-05-12,16:26:15,+0300,17061263,netanyahu,Benjamin Netanyahu,,"אמרתי אתמול לטרוריסטים של החמאס והג'יהאד האסלאמי שדמם בראשם. לפני שעה קלה חיסלנו מפקדים בכירים במטה הכללי של החמאס, כולל את מח""ט עזה וגם מחבלים בכירים אחרים. זו רק ההתחלה — אנחנו נכה בהם מכות שהם לא חלמו עליהם.  https://t.co/AgD1yV6YKa",iw,[],[],[],973,553,3172,[],[],https://twitter.com/netanyahu/status/1392471184126709763,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392471042971611141/pu/img/cai_5JuxUTFpMlZC.jpg,,,,,,,[],,,,
1392444880065019912,1392444876701196288,2021-05-12 14:41:44 Jerusalem Daylight Time,2021-05-12,14:41:44,+0300,17061263,netanyahu,Benjamin Netanyahu,,"אם מישהו חשב שלא תהיה כאן הנהגה מלוכדת, עוצמתית וחזקה בגלל שיקול כזה או אחר - טעו. אנחנו כאן ואנחנו מפעילים את כל כובד כוחנו ומשקלנו כדי להגן על מדינת ישראל מאויבים מבחוץ ומפורעים מבפנים.",iw,[],[],[],214,134,1295,[],[],https://twitter.com/netanyahu/status/1392444880065019912,False,,0,,,,,,,,[],,,,
1392444878634823680,1392444876701196288,2021-05-12 14:41:44 Jerusalem Daylight Time,2021-05-12,14:41:44,+0300,17061263,netanyahu,Benjamin Netanyahu,,"אני קורא לכל מנהיגי הציבור, בראשם מנהיגי הציבור הערבי, לגנות ולפעול בכל דרך לעצור זאת. בכל מקרה אנחנו נפעיל את הכוח הריבוני שנמצא בידינו כדי להשליט סדר ולהחזיר את השקט והביטחון לאזרחי ישראל וערי ישראל.   אני רוצה להודות לשוטרים ולחיילי מג״ב, למפכ״ל, למפקדים ולשר הבט״פ",iw,[],[],[],223,133,1279,[],[],https://twitter.com/netanyahu/status/1392444878634823680,False,,0,,,,,,,,[],,,,
1392444876701196288,1392444876701196288,2021-05-12 14:41:43 Jerusalem Daylight Time,2021-05-12,14:41:43,+0300,17061263,netanyahu,Benjamin Netanyahu,,"ההתפרעויות שראינו הלילה הן מציאות בלתי נסבלת. זה מזכיר לנו מראות מהעבר של עמנו ואנחנו לא יכולים לקבל את זה - בוודאי לא במדינתנו.   סיימתי כעת הערכת מצב בעכו. הזרמנו כוחות גדולים ללוד ולעכו ואנו ממשיכים במאמץ לעצור את האנרכיה, להחזיר את המשילות לערי ישראל באגרוף ברזל  https://t.co/8Xbe73rIqL",iw,[],[],['https://pbs.twimg.com/media/E1L1Oy9XMAEJGu3.jpg'],1169,393,3239,[],[],https://twitter.com/netanyahu/status/1392444876701196288,False,,1,https://pbs.twimg.com/media/E1L1Oy9XMAEJGu3.jpg,,,,,,,[],,,,
